data_venda,cod_produto,cod_SAP,valor_venda
2026-06-17,64,10652,759.93
2026-06-06,87,63617,815.26
2026-07-11,17,1116648,951.61
2026-06-21,53,158670,683.53
2026-03-22,69,4859,986.85
2026-06-27,31,8067,929.69
2026-07-08,25,63053,637.57
2026-04-15,37,1779157,1262.77
2026-05-10,18,120799,1244.05
2026-03-13,19,1789872,2399.27
2026-05-02,81,197530,801.24
2026-06-04,13,1588006,361.22
2026-05-10,16,1163409,537.15
2026-07-22,10,1129367,2260.58
2026-05-01,76,137458,2105.94
2026-07-14,29,16918,910.28
2026-05-23,69,9854,476.00
2026-07-12,34,1107355,1190.66
2026-07-26,46,1800217,1224.05
2026-04-04,46,1157927,2007.99
2026-04-11,38,49527,924.37
2026-07-02,54,188669,209.35
2026-06-28,53,1149961,1072.56
2026-07-26,64,37852,1757.18
2026-04-09,29,4645,533.05
2026-06-17,74,1648616,429.32
2026-06-02,7,1834198,1554.98
2026-06-21,6,65827,753.13
2026-05-18,10,107633,1226.83
2026-03-15,36,1087948,108.82
2026-07-22,9,41817,2056.95
2026-06-28,13,82203,1523.66
2026-03-05,45,109730,1263.09
2026-04-07,60,93035,1882.15
2026-04-05,73,1087948,860.48
2026-07-01,73,16163,463.02
2026-04-27,62,1615488,1106.51
2026-04-19,56,41817,1885.17
2026-05-30,30,1696557,660.79
2026-05-12,8,1616460,2316.42
2026-04-15,73,1086205,307.90
2026-07-26,52,1089111,1853.83
2026-07-14,48,63629,1446.17
2026-06-03,10,74171,1277.80
2026-06-16,74,65617,2092.92
2026-07-02,43,65789,981.09
2026-04-11,7,138777,1953.53
2026-07-24,20,66423,876.32
2026-05-28,50,151175,407.06
2026-04-14,34,5298,1551.70
2026-05-29,6,8284,1670.00
2026-04-19,10,1711028,1301.30
2026-04-06,63,18707,2147.93
2026-06-05,33,1026597,1098.66
2026-05-25,6,1627925,1278.66
2026-06-14,42,1709769,803.74
2026-05-05,52,106917,863.19
2026-04-22,7,1616597,282.50
2026-05-14,56,1819240,1727.75
2026-05-10,82,12560,697.24
2026-04-17,70,1579143,1062.07
2026-05-17,85,21389,2212.22
2026-03-13,52,1111867,493.71
2026-07-01,42,82960,1180.00
2026-03-21,65,1136255,1482.09
2026-04-24,3,61083,1751.16
2026-05-07,47,1670,1463.19
2026-07-05,63,7407,745.22
2026-07-27,31,131785,319.86
2026-05-17,76,1159284,2103.96
2026-03-27,30,79156,461.42
2026-04-25,6,125399,1007.22
2026-05-10,20,18292,1113.28
2026-03-12,74,107730,1387.70
2026-03-17,30,174511,2394.00
2026-03-14,7,9940,168.88
2026-05-28,58,4775,1532.38
2026-07-21,4,1089484,1779.78
2026-06-27,16,112561,897.94
2026-04-18,16,1574937,1611.02
2026-04-07,54,1072197,911.72
2026-05-27,39,1068104,284.73
2026-04-03,84,86759,2489.26
2026-05-22,14,107188,768.57
2026-06-29,33,147099,691.14
2026-06-27,83,1134373,1414.79
2026-06-22,30,15589,421.47
2026-05-06,84,11555,1974.32
2026-06-30,82,1158260,770.63
2026-04-30,37,109730,1119.31
2026-05-08,34,1132572,852.56
2026-04-10,26,90627,899.39
2026-07-03,33,66997,1997.19
2026-07-07,53,145099,220.53
2026-06-14,77,1151525,1283.35
2026-04-17,18,98583,1247.57
2026-05-09,19,3808,2251.20
2026-03-18,61,1089088,2110.04
2026-06-17,74,107838,1358.19
2026-04-29,11,1589086,1109.17
2026-05-02,30,131176,975.27
2026-04-09,10,1111931,765.16
2026-07-07,71,1077418,2420.70
2026-04-30,81,151931,1305.22
2026-07-09,48,2576,1729.93
2026-03-26,19,74913,958.66
2026-04-24,5,1026589,631.13
2026-05-07,57,107829,1089.34
2026-07-30,81,1127542,717.05
2026-04-03,50,149067,224.06
2026-07-17,7,1640015,1219.55
2026-04-01,82,104184,2387.79
2026-05-13,74,63053,2350.92
2026-06-14,72,110074,408.87
2026-07-03,22,12241,971.81
2026-07-25,37,105607,534.59
2026-04-09,18,5611,401.76
2026-05-27,71,3093,1480.07
2026-03-20,40,1122574,2087.53
2026-03-25,87,15492,1290.25
2026-05-06,32,7049,620.57
2026-06-20,73,55774,1886.17
2026-03-24,18,65845,2362.11
2026-06-11,54,3313,597.35
2026-03-16,38,1569861,762.40
2026-05-31,55,1132823,1173.39
2026-04-30,19,116701,2498.32
2026-07-21,85,97305,513.78
2026-04-14,86,7232,2116.24
2026-04-01,86,1113721,892.79
2026-03-29,3,1156439,398.56
2026-04-19,17,106933,273.47
2026-05-01,76,66654,1197.01
2026-05-19,45,6134,233.46
2026-07-16,40,7074,227.70
2026-04-18,51,1743361,1472.37
2026-03-31,36,63727,2359.40
2026-03-12,59,90408,744.15
2026-07-18,77,1616460,1985.61
2026-03-20,46,81015,1974.44
2026-05-27,50,100759,568.26
2026-04-18,2,1718746,1131.68
2026-05-10,25,8091,2337.38
2026-04-10,61,1734585,1238.93
2026-05-05,68,1059877,1228.17
2026-03-05,78,1105294,794.61
2026-07-13,5,131279,1453.00
2026-06-04,7,1101248,1509.21
2026-03-30,19,1646932,791.32
2026-04-27,73,66432,2066.40
2026-06-05,24,86802,1353.88
2026-06-13,36,65091,1495.70
2026-04-19,5,1787193,597.78
2026-07-24,86,125373,383.01
2026-06-19,13,1032935,909.70
2026-07-12,27,1569761,390.46
2026-03-22,71,1096929,1691.66
2026-06-15,70,111162,730.71
2026-05-16,4,177895,1446.89
2026-03-31,28,9747,114.78
2026-06-20,69,2670,1751.03
2026-03-09,25,4290,1619.28
2026-03-29,43,107550,233.01
2026-05-26,14,107607,183.07
2026-04-06,36,165304,2180.44
2026-06-27,15,1114027,449.81
2026-03-14,86,1698522,1140.75
2026-07-15,58,122894,109.44
2026-06-28,55,1126414,2407.07
2026-05-29,21,65660,1367.03
2026-04-14,22,115717,374.00
2026-03-16,51,17003,725.31
2026-05-23,14,198489,589.80
2026-03-25,17,53286,970.94
2026-03-25,19,18286,121.31
2026-07-22,72,9981,551.74
2026-05-14,69,1091654,2060.99
2026-05-05,32,148783,506.18
2026-04-21,47,168591,1910.86
2026-04-11,31,144998,1725.12
2026-03-19,25,150575,1529.18
2026-03-18,79,1134084,1925.09
2026-04-27,5,1646575,740.68
2026-06-05,7,1165757,170.80
2026-07-12,75,1151160,193.73
2026-03-20,80,1118417,492.59
2026-07-18,9,1648176,1515.71
2026-07-12,87,3662,908.59
2026-07-26,65,125074,765.82
2026-04-14,59,1136819,2202.96
2026-06-23,8,8039,1025.23
2026-03-19,36,1128421,457.51
2026-06-05,75,1130301,562.71
2026-06-25,53,1091270,636.89
2026-07-30,12,4392,2437.19
2026-03-07,21,1095648,350.76
2026-04-21,75,22890,1246.06
2026-05-13,65,141683,1760.05
2026-03-17,11,2931,203.05
2026-06-08,84,1607962,1404.77
2026-06-08,7,5105,1811.43
2026-05-13,72,7906,1587.30
2026-04-20,86,126489,2316.83
2026-07-07,35,1008792,1074.18
2026-05-01,44,105813,355.12
2026-07-08,74,1148024,1893.55
2026-06-14,43,1591844,1589.54
2026-03-08,22,22227,1616.71
2026-07-06,17,107378,1297.76
2026-04-19,5,1094872,1097.24
2026-03-16,78,1054256,1618.40
2026-07-06,78,7089,653.19
2026-07-09,36,1750501,1535.13
2026-04-26,76,16073,1302.49
2026-04-17,62,1596212,2317.52
2026-07-14,79,86425,673.17
2026-07-02,37,40897,730.08
2026-05-31,3,1647549,988.05
2026-06-06,27,1144730,822.90
2026-07-21,8,1000044,1112.52
2026-06-17,28,1095799,226.43
2026-04-18,78,98127,2222.76
2026-05-25,76,114616,605.50
2026-06-14,84,1094644,567.25
2026-06-13,41,20976,565.83
2026-05-30,86,105057,2195.67
2026-07-09,29,127675,2020.78
2026-05-20,46,7377,2092.39
2026-03-01,1,182452,1138.30
2026-03-07,25,154510,771.16
2026-05-08,37,115717,680.70
2026-06-20,33,107024,1419.04
2026-06-02,9,137611,2036.86
2026-05-08,66,3673,2149.38
2026-05-11,55,4270,1795.56
2026-06-30,3,18501,843.73
2026-06-26,53,731,868.81
2026-03-30,14,107482,2344.39
2026-06-23,86,1170384,1560.74
2026-07-26,81,2629,1773.99
2026-04-24,46,1158239,1844.60
2026-03-29,14,124924,2479.97
2026-03-06,66,50556,357.39
2026-07-28,74,1589376,2221.20
2026-06-13,39,10921,2421.94
2026-05-21,29,78105,1292.75
2026-05-28,77,1004894,1276.59
2026-06-23,81,5753,2330.86
2026-03-04,42,13975,1304.14
2026-07-03,64,1572112,1768.79
2026-04-13,77,107395,360.78
2026-05-25,56,12205,858.89
2026-05-15,20,1574107,868.19
2026-04-09,2,1172780,920.17
2026-07-07,66,16748,2340.00
2026-07-01,68,47066,1348.70
2026-05-24,81,12890,636.00
2026-05-16,66,85549,2130.03
2026-04-09,7,70637,1808.52
2026-04-27,32,16085,331.74
2026-03-14,51,9954,1565.86
2026-07-20,7,198166,2296.86
2026-05-07,55,137533,676.21
2026-05-16,57,1134496,347.96
2026-06-17,28,1732676,1778.56
2026-05-03,16,1116362,556.68
2026-04-06,14,114749,1732.12
2026-04-04,84,22120,1246.15
2026-04-20,57,1589772,1084.92
2026-06-01,7,22865,1929.32
2026-04-28,14,9895,2199.90
2026-05-12,54,1767355,282.07
2026-05-29,1,1073149,2491.73
2026-07-08,50,16745,123.54
2026-07-09,52,162172,1160.17
2026-04-05,13,107633,774.57
2026-05-10,74,116477,985.19
2026-06-15,1,157844,820.27
2026-06-13,76,1600096,175.94
2026-05-01,1,148171,290.45
2026-07-12,29,1086542,1448.95
2026-07-30,10,1589127,2443.96
2026-06-29,78,84572,399.20
2026-04-10,81,1004934,288.28
2026-06-02,8,153610,236.31
2026-07-07,58,107812,946.37
2026-04-11,4,1024149,2193.31
2026-04-18,55,66192,1043.58
2026-04-12,72,1108238,855.09
2026-07-25,8,1017526,1871.36
2026-06-11,86,171970,735.09
2026-04-01,17,4595,2474.66
2026-05-10,63,1701912,939.90
2026-06-26,76,1089292,1368.95
2026-04-06,25,104831,430.70
2026-06-23,67,1071297,317.11
2026-06-20,50,6525,1639.05
2026-04-04,55,1127528,1139.39
2026-03-19,12,1144901,1910.71
2026-06-30,70,21974,288.66
2026-04-15,45,143686,1831.24
2026-06-19,22,197955,2310.66
2026-06-03,56,53004,2356.60
2026-07-10,21,1700440,380.62
2026-05-01,23,20818,1313.82
2026-04-14,85,63720,188.17
2026-06-13,67,1175547,2372.34
2026-06-03,46,11941,1368.52
2026-03-09,62,63344,1713.40
2026-04-20,15,1101246,1540.53
2026-03-23,1,174585,2399.10
2026-04-06,83,189970,1233.37
2026-04-09,80,1650723,218.53
2026-04-21,19,13221,928.09
2026-06-27,73,1001425,735.39
2026-05-08,16,14693,296.34
2026-06-10,40,78105,673.37
2026-07-14,70,7933,454.00
2026-06-04,67,8317,451.28
2026-03-16,29,133984,2446.47
2026-06-13,81,1115110,1648.10
2026-04-26,75,1792403,832.32
2026-05-23,60,1084467,1319.75
2026-06-13,25,66563,199.28
2026-04-21,25,5485,1479.07
2026-06-30,44,198462,774.83
2026-06-26,84,1039856,672.07
2026-06-27,62,66638,138.18
2026-03-11,37,3205,2144.14
2026-05-25,79,18501,1884.00
2026-03-24,40,1101438,955.73
2026-06-22,37,1588999,780.33
2026-06-14,70,77437,341.45
2026-06-24,43,1127301,1345.66
2026-05-11,63,2073,2238.61
2026-05-18,30,1605989,250.44
2026-05-04,43,1107028,212.40
2026-07-09,13,1102777,1758.16
2026-05-23,12,140073,2443.14
2026-03-04,41,70475,882.81
2026-06-16,8,1646100,281.37
2026-03-14,56,63599,2111.17
2026-04-27,77,1767536,227.52
2026-04-13,47,1775881,1444.71
2026-06-09,82,1746030,1099.92
2026-06-03,3,89714,832.87
2026-03-31,34,50757,1864.41
2026-07-25,8,1817,1925.21
2026-06-14,49,63526,1609.88
2026-05-28,22,1589127,284.64
2026-06-07,2,1109101,1108.12
2026-03-01,82,84572,976.52
2026-07-28,3,1116678,1317.53
2026-06-01,18,1113630,1909.76
2026-06-17,61,21974,2213.54
2026-03-24,61,1707212,1267.96
2026-04-05,32,9636,2038.79
2026-06-02,18,498,2372.87
2026-07-10,76,66876,2428.68
2026-06-06,30,78622,1246.75
2026-03-05,51,9288,204.03
2026-06-26,20,1837,1070.49
2026-06-19,78,70939,1897.79
2026-07-16,72,18324,715.94
2026-03-10,49,177561,1811.17
2026-03-28,22,1133395,1774.32
2026-03-03,67,188989,1333.41
2026-03-21,56,1143675,615.17
2026-07-09,62,1091367,2109.91
2026-05-09,19,10702,1568.70
2026-05-12,62,7706,1696.79
2026-05-13,20,97168,1247.14
2026-07-24,38,106909,751.24
2026-07-09,65,97572,1006.77
2026-03-20,27,17346,374.40
2026-04-21,79,63344,759.88
2026-03-04,39,20194,168.40
2026-06-22,17,74956,1554.66
2026-07-01,54,1575535,1478.24
2026-06-26,43,1079551,1572.18
2026-04-24,84,80483,2080.81
2026-06-09,12,9839,205.89
2026-04-09,12,1000983,1901.14
2026-06-02,46,122530,1804.72
2026-03-04,71,15681,1424.94
2026-06-21,37,1749408,1483.12
2026-07-27,70,132203,2176.14
2026-04-01,37,1707864,1452.37
2026-03-25,83,78880,2019.62
2026-07-27,77,1734585,2234.70
2026-06-15,55,110644,842.12
2026-06-17,40,1704818,395.87
2026-04-29,2,1589772,2281.65
2026-04-09,82,1119662,506.28
2026-06-14,20,160757,951.49
2026-07-11,78,9112,2161.71
2026-04-25,6,107516,1091.92
2026-06-25,14,80374,1497.18
2026-07-18,47,4990,1993.50
2026-04-04,38,1001012,1147.47
2026-05-11,86,4859,2157.83
2026-05-02,8,3227,2392.89
2026-05-13,13,1081135,1816.43
2026-05-23,26,1838331,508.30
2026-06-15,23,4901,813.95
2026-06-03,39,49406,185.22
2026-04-11,74,8385,304.68
2026-04-01,80,107833,1122.26
2026-05-24,39,18371,487.62
2026-05-20,43,1627096,236.34
2026-04-18,63,21746,1357.22
2026-04-14,87,1108388,956.05
2026-03-14,62,1585853,2148.92
2026-04-10,8,100066,2009.52
2026-07-28,1,1094441,2258.41
2026-06-30,63,1097946,1770.50
2026-03-08,25,79218,1251.02
2026-07-24,4,107408,242.22
2026-05-14,60,15928,2390.84
2026-06-28,45,48833,1368.27
2026-06-15,50,1116517,1833.96
2026-03-24,51,1077582,752.37
2026-05-08,34,67193,1354.70
2026-04-04,6,5438,606.15
2026-04-03,9,151398,1602.02
2026-06-02,20,15710,1395.35
2026-03-27,87,1029070,1035.25
2026-06-17,18,104806,591.47
2026-05-06,8,1764618,1898.70
2026-05-28,64,81936,944.04
2026-04-28,83,189677,1732.32
2026-05-09,40,1631165,1711.53
2026-03-21,66,63526,874.92
2026-07-28,35,1666619,634.54
2026-05-11,33,2006,1682.12
2026-06-06,28,44325,950.08
2026-07-10,54,7340,650.93
2026-07-09,38,13691,1724.55
2026-06-17,39,1634072,1530.96
2026-05-02,71,1106695,964.44
2026-05-26,84,18140,2245.55
2026-05-14,67,62189,2036.83
2026-03-16,48,6370,2478.62
2026-07-26,72,1718729,1499.98
2026-04-27,32,1796030,336.57
2026-05-15,24,4632,799.47
2026-07-11,87,4575,1097.89
2026-06-28,77,4786,1484.52
2026-05-19,54,7731,1975.41
2026-03-04,16,63885,1537.77
2026-03-22,68,121823,639.03
2026-05-03,16,79247,1334.29
2026-03-02,34,93263,654.27
2026-04-10,13,1660631,913.95
2026-07-16,13,19333,430.49
2026-07-01,33,122206,736.08
2026-04-27,83,19243,1241.05
2026-07-30,43,9518,2364.75
2026-03-28,83,22758,2469.29
2026-07-08,19,149049,970.36
2026-06-16,81,1149399,2215.43
2026-07-21,50,1831708,2243.43
2026-04-30,1,163809,127.62
2026-07-11,47,18223,300.85
2026-06-12,74,1120375,1646.02
2026-07-01,28,10705,2192.31
2026-07-26,36,1647426,1088.38
2026-07-28,61,142308,895.07
2026-07-07,29,18924,2472.63
2026-06-07,42,56697,1232.77
2026-05-06,61,66077,2415.15
2026-07-11,16,1125867,425.61
2026-03-06,36,70535,2247.15
2026-06-24,23,1063544,278.70
2026-03-08,61,10998,422.35
2026-06-21,57,74661,1071.46
2026-07-28,59,56697,973.61
2026-03-13,34,14155,2330.82
2026-06-01,84,12249,763.83
2026-03-06,44,1644529,216.29
2026-03-25,9,67014,285.26
2026-04-03,63,22895,354.82
2026-07-15,26,1103897,1974.94
2026-05-11,23,142263,710.44
2026-06-04,78,149445,1463.13
2026-05-25,57,15972,220.46
2026-07-21,44,18849,1659.00
2026-04-03,16,1586987,1228.99
2026-04-16,44,6611,1343.96
2026-03-11,26,104685,1160.78
2026-06-20,55,1165308,547.50
2026-07-17,15,1159368,688.54
2026-07-29,20,1437397,987.19
2026-05-07,63,63788,391.65
2026-03-12,52,1009994,2037.36
2026-06-05,74,67157,488.64
2026-04-14,45,1786088,1353.35
2026-06-09,79,17788,2203.97
2026-07-16,21,185061,2045.49
2026-04-25,52,131279,2238.21
2026-03-06,32,66990,2084.67
2026-03-24,6,164136,2038.23
2026-03-07,24,1167329,2351.73
2026-05-06,39,111162,1960.11
2026-05-29,84,1150552,908.67
2026-07-23,19,9832,823.65
2026-06-08,55,125090,1046.16
2026-06-08,86,1155277,131.62
2026-07-23,49,1033897,1049.83
2026-04-04,73,117338,1679.50
2026-07-07,49,182263,1588.38
2026-06-02,36,135707,138.28
2026-04-12,72,19188,586.32
2026-07-19,11,14766,318.24
2026-04-12,82,1088400,1791.86
2026-04-17,42,62332,386.14
2026-06-16,7,1163703,359.99
2026-03-29,36,1671365,924.62
2026-06-25,13,19825,1613.87
2026-07-19,23,15208,197.69
2026-07-12,16,150888,1553.36
2026-04-20,51,107938,1667.63
2026-06-29,72,57601,535.98
2026-04-08,61,9340,2423.58
2026-06-07,81,14424,1705.49
2026-03-16,51,107813,944.71
2026-05-09,7,10258,398.49
2026-04-28,12,188528,2478.21
2026-05-07,52,4859,2083.38
2026-07-17,59,5525,1514.90
2026-07-14,52,163239,1132.70
2026-06-12,46,1157927,1025.91
2026-07-23,87,142263,418.16
2026-04-19,8,88509,1339.81
2026-03-04,46,18712,199.21
2026-04-15,33,1770988,2229.62
2026-07-25,70,1110147,277.85
2026-03-16,63,135055,2351.32
2026-06-01,64,1088335,1485.00
2026-07-06,38,1126280,1686.58
2026-03-07,44,1733717,2056.45
2026-03-02,38,76823,579.26
2026-05-06,35,1670,243.20
2026-03-09,49,113187,1777.86
2026-03-25,10,3124,2111.20
2026-03-08,83,78622,1852.99
2026-05-20,38,1765835,1694.45
2026-03-16,15,1809968,2271.52
2026-03-24,75,117338,1413.41
2026-04-03,69,62906,517.96
2026-07-07,73,1137223,475.50
2026-04-06,87,79156,114.38
2026-05-28,23,171091,1009.12
2026-06-12,21,64921,836.43
2026-03-28,12,10694,2389.55
2026-06-06,54,1798904,435.90
2026-06-14,30,15134,1342.64
2026-06-21,72,106965,1459.74
2026-05-16,64,1039746,1020.10
2026-07-18,68,140073,2411.89
2026-05-18,82,1647216,417.18
2026-05-14,15,71876,282.91
2026-06-05,31,1710097,1642.82
2026-03-21,36,107721,1407.73
2026-05-19,14,1171636,1286.56
2026-07-19,22,1039856,310.63
2026-05-18,68,1167329,1060.91
2026-03-18,24,1039589,2258.42
2026-03-22,76,179525,1572.26
2026-06-16,48,1010289,838.90
2026-06-16,23,122213,2092.44
2026-07-24,54,1109704,1496.45
2026-06-20,57,157250,194.12
2026-04-11,26,6507,1530.65
2026-03-27,50,21021,2445.82
2026-05-05,13,1776540,1274.18
2026-05-09,72,65639,1039.43
2026-05-23,43,182263,1948.44
2026-03-03,76,8255,2010.12
2026-07-09,30,17757,337.35
2026-06-04,62,149889,720.40
2026-05-17,64,1131366,2390.03
2026-04-07,36,50925,2180.23
2026-05-04,47,199045,1300.29
2026-07-07,86,63878,2477.88
2026-03-27,29,66168,493.51
2026-07-26,19,5425,791.88
2026-07-13,76,18799,1822.08
2026-03-09,10,63767,1791.58
2026-04-12,86,1706484,772.17
2026-03-09,4,50757,2280.39
2026-04-12,66,47008,405.63
2026-04-26,23,7768,1140.65
2026-07-02,66,5351,1346.84
2026-03-20,21,107590,561.83
2026-03-07,18,1817948,255.67
2026-07-24,25,22169,1325.55
2026-05-08,71,1104939,500.44
2026-07-01,11,1853023,881.45
2026-07-24,65,4195,390.39
2026-05-24,50,1039615,1223.78
2026-07-26,2,1080986,1914.19
2026-07-01,77,44276,979.58
2026-06-11,41,4128,1664.12
2026-03-02,41,158868,1753.81
2026-05-05,44,146357,964.30
2026-05-29,54,10321,236.95
2026-07-19,68,2576,1739.52
2026-03-25,22,1147261,1655.58
2026-05-19,49,63552,2438.00
2026-07-28,17,63711,1927.29
2026-04-26,38,1774692,751.85
2026-06-10,48,6936,1712.17
2026-03-10,66,198462,293.41
2026-03-29,65,2322,304.30
2026-06-03,33,10857,2218.91
2026-04-19,7,1089292,1430.06
2026-04-11,74,1664461,2346.20
2026-04-28,40,1171492,1254.25
2026-07-08,70,59896,1403.36
2026-06-14,84,1764846,1889.59
2026-05-22,74,55805,2416.96
2026-04-04,79,169900,903.54
2026-03-11,38,107940,990.37
2026-06-15,77,14954,485.84
2026-05-17,8,87480,2020.85
2026-04-20,15,156075,533.42
2026-06-04,69,1071297,1964.94
2026-05-19,62,11249,2105.37
2026-06-11,33,95611,1189.69
2026-03-17,76,86501,1581.32
2026-04-29,13,4658,698.98
2026-07-16,29,5425,252.20
2026-03-11,42,1135772,451.48
2026-05-13,20,89698,1182.30
2026-05-21,1,1714,2301.99
2026-03-14,17,11926,1777.06
2026-07-04,28,70475,597.64
2026-06-02,86,1568684,2384.13
2026-05-11,67,1130844,2448.29
2026-03-04,37,2349,2053.52
2026-04-11,4,15700,162.36
2026-03-25,24,42196,1284.72
2026-07-24,38,43392,2125.95
2026-06-10,56,22759,784.19
2026-04-01,54,180133,148.49
2026-07-25,48,82576,1836.84
2026-04-14,22,8685,2243.20
2026-07-29,9,1082288,609.15
2026-06-27,14,10173,1206.32
2026-06-09,15,95386,1463.84
2026-03-31,64,66202,1464.34
2026-05-16,85,66169,952.20
2026-07-02,57,6707,1417.98
2026-07-07,7,107320,578.12
2026-05-10,58,5472,2427.32
2026-07-18,16,154914,1106.86
2026-06-11,62,71935,1776.54
2026-04-24,13,1160949,2067.77
2026-06-08,84,97706,726.51
2026-03-02,41,130997,1558.94
2026-05-05,42,1018933,727.03
2026-05-30,17,11312,1037.20
2026-05-31,18,59830,341.57
2026-05-11,61,22169,1878.85
2026-05-23,13,83018,487.72
2026-05-13,85,1143552,1575.38
2026-04-10,49,66894,1397.18
2026-07-10,70,95406,238.97
2026-03-28,76,6215,435.07
2026-07-24,49,65607,1552.95
2026-03-16,33,15341,399.97
2026-07-27,59,41222,114.81
2026-07-16,52,104649,872.72
2026-05-06,7,1097956,1940.71
2026-04-14,78,21981,1369.77
2026-03-10,60,10408,1173.61
2026-06-27,75,190183,644.04
2026-07-19,76,66192,750.23
2026-05-06,69,1574090,944.48
2026-06-27,78,1154886,742.05
2026-03-30,9,61915,1520.67
2026-04-07,71,112230,1977.57
2026-07-14,8,84021,1794.26
2026-03-29,65,89243,1017.12
2026-03-07,37,137142,238.58
2026-03-13,35,41101,1801.13
2026-07-13,75,1589086,546.34
2026-03-27,64,1750501,215.62
2026-04-05,52,60086,2368.62
2026-06-29,44,10365,1937.59
2026-06-11,58,1643699,130.62
2026-03-21,70,1108388,672.59
2026-03-17,40,1843633,2427.43
2026-07-19,12,155284,2058.24
2026-07-17,33,1772846,1290.62
2026-06-20,27,1145841,1818.70
2026-04-22,47,1618026,1051.04
2026-06-11,3,4475,2452.10
2026-07-26,67,16830,1996.60
2026-06-11,67,1590766,947.50
2026-07-24,80,1166521,618.44
2026-03-24,12,1109079,884.91
2026-06-11,8,135956,2238.65
2026-06-05,36,107373,775.92
2026-06-11,87,1743358,1813.47
2026-05-13,30,608,2165.61
2026-07-12,6,20178,555.59
2026-03-24,78,1795910,210.57
2026-06-04,19,1695791,1507.06
2026-06-27,76,1108147,1558.38
2026-03-27,6,1104529,2419.96
2026-03-07,50,156259,1964.00
2026-04-19,4,1100642,1408.79
2026-06-05,37,65773,2296.74
2026-06-01,81,1123390,581.29
2026-03-30,84,1818062,896.18
2026-06-06,32,65278,1714.37
2026-07-06,80,71889,143.04
2026-04-24,36,1073149,225.19
2026-06-04,28,155885,2139.28
2026-03-05,70,1106362,143.53
2026-03-18,14,125234,1706.77
2026-07-01,64,2395,1500.19
2026-03-14,17,2790,1182.74
2026-04-06,63,51789,126.68
2026-03-03,11,44423,2465.28
2026-04-06,23,1800762,225.45
2026-06-10,17,107518,1506.43
2026-05-01,12,17584,2027.72
2026-06-27,77,67045,1175.97
2026-06-26,76,156343,2485.51
2026-03-13,86,1125371,966.00
2026-06-29,84,1096531,298.75
2026-07-16,72,4647,1937.54
2026-07-04,59,66654,1591.61
2026-07-04,60,16466,282.83
2026-07-28,6,1761206,2036.28
2026-03-02,68,21670,140.05
2026-04-10,51,53576,144.10
2026-05-19,42,1166819,509.85
2026-06-16,42,1784777,1015.09
2026-07-14,42,1712703,1746.63
2026-03-05,76,126193,1225.61
2026-03-07,40,4144,1709.82
2026-07-26,12,1574653,1786.84
2026-06-29,67,116265,1597.68
2026-06-14,15,66169,1975.35
2026-07-10,74,98116,2074.99
2026-05-09,66,118447,2154.00
2026-04-18,55,4274,247.24
2026-03-05,43,1661921,1034.54
2026-03-31,71,107767,509.82
2026-07-01,67,1155229,313.92
2026-03-16,3,20860,1349.11
2026-03-18,55,1010289,2468.27
2026-06-29,47,1130092,1972.98
2026-04-09,66,1589518,2151.13
2026-07-30,3,98875,2436.84
2026-04-24,41,1039608,545.84
2026-06-05,22,73959,1501.73
2026-03-31,40,1006083,118.82
2026-03-03,37,1094355,512.19
2026-05-07,2,18331,2092.90
2026-05-27,48,1043596,2282.59
2026-03-21,37,651,2452.41
2026-05-29,42,107365,767.94
2026-05-14,16,60318,103.83
2026-07-17,3,6742,1160.19
2026-05-31,49,63827,1525.04
2026-06-04,9,84774,315.05
2026-04-23,65,151834,290.31
2026-06-29,33,107571,1886.55
2026-05-08,21,1159272,2483.43
2026-04-01,87,100057,434.46
2026-07-11,56,50506,2052.62
2026-04-14,53,169892,1720.77
2026-04-12,11,1003748,657.43
2026-03-03,8,9747,283.07
2026-04-27,8,2188,2167.99
2026-07-02,7,2444,534.02
2026-04-01,23,194299,862.37
2026-03-31,84,152892,499.38
2026-05-17,35,80967,333.64
2026-03-17,47,1094644,291.09
2026-07-17,36,519,2354.75
2026-06-25,87,1634237,755.03
2026-07-10,42,84572,1309.26
2026-04-11,77,8459,761.69
2026-07-14,61,130997,1389.79
2026-05-08,32,1174539,1064.11
2026-07-12,77,1755,1026.31
2026-03-11,51,1748982,2021.66
2026-06-29,30,107833,821.69
2026-07-12,49,47067,929.63
2026-06-09,58,1670259,1940.55
2026-05-10,55,59637,1104.28
2026-07-17,68,63789,863.69
2026-04-26,52,133953,1163.72
2026-05-13,52,1093876,1991.44
2026-04-09,52,6585,2081.85
2026-03-01,13,169374,1867.60
2026-06-11,52,885,1224.57
2026-05-23,34,16999,662.10
2026-05-01,35,1071472,281.57
2026-07-03,6,12552,140.72
2026-03-04,79,1587156,1224.90
2026-06-08,63,110505,1698.37
2026-04-18,14,1146129,1394.71
2026-07-02,75,17985,1811.46
2026-07-19,57,9895,1768.54
2026-07-18,60,6891,2429.23
2026-06-16,5,89260,1055.11
2026-05-06,87,14237,2290.90
2026-04-11,30,119749,2176.21
2026-04-15,55,107324,1836.94
2026-04-09,6,157950,1664.74
2026-03-30,52,1668943,2441.57
2026-04-04,21,107118,438.59
2026-07-23,19,1574115,1533.12
2026-06-12,19,1074396,1455.88
2026-07-23,60,52877,2333.40
2026-03-18,76,56662,846.09
2026-03-14,34,87258,2425.22
2026-04-17,50,3953,1046.06
