Cod_SAP,CNPJ,RazaoSocial,Rua_Numero,matriz_filial,nome_fantasia,codigo_situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,data_inicio_atividade,cnae_principal,cnae_secundario,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio_siafi,ddd1,telefone1,ddd2,telefone2,dddfax,fax,email,situacao_especial,data_situacao_especial,cnpj_basico,cnpj_ordem,cnpj_dv,latitude,longitude
63678,06137318000103,POSTO CAMPOS GERAIS LTDA,"AV.GOVERNADOR MAGALHAES PINTO, 333-A",1,POSTO CAMPOS GERAIS,02,20041023,00,null,null,20040225,4731800,4732600,AVENIDA,GOVERNADOR MAGALHAES PINTO,333,A,CENTRO,32470000,MG,0648,31,33325466,null,null,31,5331010,CONTATOSIARE@GMAIL.COM,null,null,06137318,0001,03,-20.0698627,-44.1815176
107628,73648610000170,LEDIO ROQUE PASOLINI,"ROD BR 163 KM 680, 11",1,AUTO POSTO PASOLINI,02,20010225,00,null,null,19931105,4731800,4732600,RODOVIA,BR 163 KM 680,11,null,JARDIM JOSE ANTONIO,79480000,MS,9147,null,null,null,null,null,null,null,null,null,73648610,0001,70,null,null
10401,18764084000103,POSTO LILITO LTDA,"R.JOSE FERREIRA, 195",1,null,02,20050924,00,null,null,19831003,4731800,"4784900,4520006,4520005",RUA,JOSE FERREIRA,195,null,CENTRO,33980000,MG,5365,31,36841160,null,null,null,null,POSTOLILITO@GMAIL.COM,null,null,18764084,0001,03,-19.6519566,-43.6759049
74556,06238480000100,RODRIGUES LOBO COMERCIO DE COMBUSTIVEIS LTDA,"AV.ANGELO DEBIASI, 132",1,AUTO POSTO TERRA,02,20051103,00,null,null,20040422,4731800,"4732600,4729699,1099604,4772500,4784900,5611203,4520005,4313400,7732201,4930203,4930202,7711000",AVENIDA,ANGELO DEBIASI,132,null,CENTRO,68140000,PA,0399,93,91680015,null,null,null,null,POSTOTERRA2024@GMAIL.COM,null,null,06238480,0001,00,null,null
1136840,02814557000191,ABASTECEDORA DE COMBUSTIVEIS ISALUFE LTDA,"AV FERNANDES BASTOS, 953",1,POSTO SOL E MAR,02,20001230,00,null,null,19981006,4731800,4732600,AVENIDA,FERNANDES BASTOS,953,null,CENTRO,95590000,RS,8935,51,95674321,null,null,null,null,POSTOISALUFE@GMAIL.COM,null,null,02814557,0001,91,-30.023866,-50.2450489
66638,04584261000157,AUTO POSTO PRIMEIRAO DO LARANJAL LTDA,"AV BISPO DOM JOAO DA MATA, SN",1,AUTO POSTO LARANJAL,02,20010730,00,null,null,20010730,4731800,4732600,AVENIDA,BISPO DOM JOAO DA MATA,SN,LOTE A,VISTA ALEGRE,24722525,RJ,5897,null,null,null,null,null,null,null,null,null,04584261,0001,57,-22.8073034,-42.9877113
10593,19773845000148,POSTO ZEPPE MG LTDA,"R LAGOA DA PRATA, 415",1,null,02,20051103,00,null,null,19841113,4731800,"4732600,4520005",RUA,LAGOA DA PRATA,415,null,NOVA SUICA,30550000,MG,4123,31,21040020,null,null,031,32812001,CONTATO@REDEZEPPE.COM.BR,null,null,19773845,0001,48,-19.9426161,-43.9794296
7146,04666747000134,MARMONTELLO & MARMOUTELO LTDA.,"AV XV DE NOVEMBRO, 1.195",1,AUTOPOSTO PALOMA II,02,20010905,00,null,null,20010905,4731800,"4732600,4530703,4761002,4729699,4781400,4520005,4930203",AVENIDA,XV DE NOVEMBRO,1.195,null,VILA AMERICA,86300000,PR,7525,null,null,null,null,null,null,null,null,null,04666747,0001,34,-23.197833,-50.6378804
70305,06923637000136,LUIZANI COMERCIO DE COMBUSTIVEIS LTDA,"TV.HILARIO MARTIN DALPASQUALE, 53",1,NO PONTO AUTO POSTO,02,0,00,null,null,20040811,4731800,"4520005,4712100,4732600,5611203",TRAVESSA,HILARIO MARTIN DALPASQUALE,53,null,CENTRO,85660000,PR,7541,46,5361142,null,null,null,null,NOPONTOSUPERMERCADO@HOTMAIL.COM,null,null,06923637,0001,36,-25.7717353,-53.0888943
94336,06966087000132,POSTO DA PAZ COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,"R SOL POENTE, 87",1,ISL SOL POENTE,02,0,00,null,null,20040827,4731800,"4520005,4520006,4530701,4530705,4732600,4729602,7739099",RUA,SOL POENTE,87,QUADRA030                 LOTE  145 E 149,DA PAZ,68515000,PA,0595,94,33461336,null,null,null,null,CARAJASSUL@GMAIL.COM,null,null,06966087,0001,32,-6.0838087,-50.4308159
19822,78438603000167,COMERCIO DE COMBUSTIVEIS BORDIGNON LTDA,"AV 7 DE ABRIL, 36",1,null,02,20050924,00,null,null,19840720,4731800,"4520001,4732600,4530703,4729602",AVENIDA,7 DE ABRIL,36,null,CENTRO,84130000,PR,7735,null,null,null,null,null,null,null,null,null,78438603,0001,67,-25.4743735,-50.059845
5229,03157705000105,POSTO Z5 LTDA,"BR 101, S/N",1,POSTO ZANDONA 5,02,20010225,00,null,null,19990517,4731800,"4732600,4520005,4729699",RODOVIA,BR 101,S/N,KM 47,NOVA BRASILIA,89216501,SC,8179,47,34361657,null,null,null,null,POSTOZANDONA5@REDEZANDONA.COM.BR,null,null,03157705,0001,05,null,null
162939,03166277000187,POSTO DE SERVICOS SHOPPING TREVO LTDA,"ANTONIO AFONSO, 23",1,null,02,20031018,00,null,null,19990419,4731800,"4732600,4784900,4530703,4729602",RUA,ANTONIO AFONSO,23,null,CENTRO,12327270,SP,6589,12,39515665,null,null,null,null,zenithcontabil@uol.com.br,null,null,03166277,0001,87,-23.3065358,-45.9707667
3008,01590042000192,AUTO POSTO ISEJIMA DO BRASIL LTDA,"REGIS BITTENCOURT, S/N",1,null,02,20051103,00,null,null,19961205,4731800,"4732600,4530703,4712100,4729602,4930203,4520005,5223100",RODOVIA,REGIS BITTENCOURT,S/N,"BR 116 KM 384,5",PEDRO BARROS,11850000,SP,6699,13,38461220,13,38461239,null,null,ADM@POSTOFAZENDEIRO.COM.BR,null,null,01590042,0001,92,-24.1465216,-47.3706554
1144470,03238104000127,POSTO ITABAPOANA LTDA,"ROD ES 297, SN",1,POSTO ITABAPOANA,02,20051103,00,null,null,19990623,4731800,"4732600,4520005,4930203,4930202,4930201,4784900,5611203,5611201,4520001,4520006",RODOVIA,ES 297,SN,null,PONTE DE ITABAPOANA,29400000,ES,5667,28,35557095,null,null,28,35557095,null,null,null,03238104,0001,27,-21.0985212,-41.401196
106916,26835009000106,J A COSTA JUNIOR & CIA LTDA,"AV TRES LAGOAS, 10",1,POSTO TRADICIONAL,02,20030510,00,null,null,19910207,4731800,4732600,AVENIDA,TRES LAGOAS,10,null,CENTRO,79500000,MS,9125,67,36681119,null,null,null,null,POSTOTRADICIONAL@TERRA.COM.BR,null,null,26835009,0001,06,null,null
15681,47147483000115,AUTO POSTO ZIMBA LTDA,"R ANTONIO DE BARROS, 2924",1,ZIMBA,02,20051103,00,null,null,19750715,4731800,4732600,RUA,ANTONIO DE BARROS,2924,null,TATUAPE,03401001,SP,7107,11,26731889,null,null,null,null,POSTOZIMBA@POSTOZIMBA.COM.BR,null,null,47147483,0001,15,-23.548829,-46.554942
8939,12315636000101,AUTO POSTO HANNAH PRAIA LTDA,"R DEP.JOSE LAGES, 1245",1,HANNAH PRAIA,02,20051103,00,null,null,19700617,4731800,"4520005,4729602,4732600,5611203",RUA,DEP.JOSE LAGES,1245,null,PONTA VERDE,57035330,AL,2785,82,34321360,82,93811515,null,null,HANNAHPRAIA@HOTMAIL.COM,null,null,12315636,0001,01,null,null
49102,67534818000165,AUTO POSTO G.E.M.LTDA,"AV.PROF.CARLOS ALB.CARVALHO PINTO, 1146",1,AUTO POSTO G.E.M.,02,20050108,00,null,null,19920211,4731800,"4732600,4729602",RUA,PROF C A CARVALHO PINTO,1146,null,ALVINOPOLIS,12953162,SP,6181,11,44027046,null,null,11,59046664,POSTOGEM@UOL.COM.BR,null,null,67534818,0001,65,-23.092248,-46.5865355
12354,31062334000113,POSTO SALINAS LTDA.,"ROD AMARAL PEIXOTO, S/N",1,null,02,20031004,00,null,null,19860813,4731800,4732600,RODOVIA,AMARAL PEIXOTO,S/N,KM 108 5,PRIMEIRO,28940090,RJ,5903,null,null,null,null,null,null,null,null,null,31062334,0001,13,null,null
1607968,68107879000109,POSTO ARCO IRIS DE APARECIDA LTDA,"ROD PRESIDENTE DUTRA, S/N",1,POSTO ARCO IRIS DE APARECIDA,02,20050924,00,null,null,19920701,4731800,"4520005,4530703,4732600,4930201,4930202,4930203,6810202",RODOVIA,"PRESIDENTE DUTRA, KM 75",S/N,null,SAO ROQUE,12573240,SP,6149,12,36469283,12,36469292,12,36469299,DIRETORIA@POSTOARCOIRIS.COM.BR,null,null,68107879,0001,09,null,null
1116501,13744503000113,IL COMERCIAL DE COMBUSTIVEIS LTDA,"PCA MANOEL VITORINO, SN",1,POSTO LINDOLPHO SALA,02,20031004,00,null,null,19660831,4731800,4732600,PRACA,MANOEL VITORINO,S N,null,SEDE,44300000,BA,3397,null,null,null,null,null,null,null,null,null,13744503,0001,13,null,null
16502,53280038000121,STRAZZA AUTO POSTO LTDA,"AVENIDA RENATO PISTELLI, 20",1,STRAZZA AUTO POSTO,02,20050924,00,null,null,19840227,4731800,4732600,AVENIDA,RENATO PISTELLI,20,null,CENTRO,13700000,SP,6317,19,36713288,null,null,19,36713288,null,null,null,53280038,0001,21,-21.7923581,-47.0972424
13224,33832882000100,POSTO MINISTER LTDA,"AV CESARIO DE MELO, 10371",1,null,02,20050924,00,null,null,19720928,4731800,"4732600,4530703,5611203",AVENIDA,CESARIO DE MELO,10371,null,PACIENCIA,23595040,RJ,6001,null,null,null,null,null,null,null,null,null,33832882,0001,00,-22.9322022,-43.6580501
74432,07446788000103,AUTO POSTO RUDA LTDA,"AV.PACAEMBU, 469",1,null,02,20050616,00,null,null,20050616,4731800,"4732600,4729602",AVENIDA,PACAEMBU,469,null,BARRA FUNDA,01155000,SP,7107,11,22830609,null,null,null,null,CAPONTOQUENTE@UOL.COM.BR,null,null,07446788,0001,03,-23.5299436,-46.6626884
78397,07746243000112,CAMPEAO 68 POSTO DE SERVICOS LTDA,"ROD DOS BANDEIRANTES, S/N",1,CAMPEAO 68,02,20051207,00,null,null,20051207,4731800,"4732600,4530703,4930203,4729602,5611201,4520006,4520001",RODOVIA,DOS BANDEIRANTES,S/N,"KM 68,5",JARDIM ERNIDA II,13212195,SP,6619,11,69506556,null,null,null,null,modestus@ig.com.br,null,null,07746243,0001,12,-23.170225,-46.9659584
1088300,03659452000259,AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA,"HILDEMAR MAIA, 900",2,POSTO AUTOMOTO,02,20050827,00,null,null,20040114,4731800,4732600,RUA,HILDEMAR MAIA,900,SALA A,SANTA RITA,68908753,AP,0605,96,2171005,null,null,null,null,null,null,null,03659452,0002,59,null,null
76293,20874277000665,PETROFILTROS LTDA,"ROD BR 354, S/N",2,PETROFILTROS,02,20050924,00,null,null,19970417,4731800,4732600,RODOVIA,BR  354,S/N,"KM  563,2",SEDE,37270000,MG,4223,null,null,null,null,null,null,null,null,null,20874277,0006,65,-20.9674784,-45.2618568
68690,24206617001289,PARELHAS GAS LTDA,"ROD BR 226, S/N",2,null,02,20051103,00,null,null,19970930,4731800,4732600,RODOVIA,BR 226,S/N,RETA TABAJARA,SEDE,59280000,RN,1741,084,2174647,null,null,null,null,null,null,null,24206617,0012,89,-5.8949347,-35.4343604
20860,86551660001310,COOPERATIVA AGROPECUARIA VIDEIRENSE,"AV DOM PEDRO II, 789",2,COOPERVIL,02,20010729,00,null,null,20010223,4731800,4732600,AVENIDA,DOM PEDRO II,789,null,CENTRO,89560210,SC,8379,49,35335100,null,null,49,5661588,COOPERVIL@COOPERVIL.COM.BR,null,null,86551660,0013,10,null,null
98449,07473735000505,SIM REDE DE POSTOS LTDA,"R.MATTEO GIANELLA - SALA A, 505",2,SIM - REDE DE POSTOS,02,20050701,00,null,null,20050701,4731800,"4729699,4732600,4530703,4784900",RUA,MATTEO GIANELLA,505,SALA A,PIO X,95034240,RS,8599,54,32929999,54,32929970,54,32929959,CONTABILIDADE@DITRENTO.COM.BR,null,null,07473735,0005,05,null,null
106595,23153943002365,COOPERATIVA AGRO PECUARIA DO VALE DO PARACATU LTDA,"RODOV.BR 040 KM 44,7, S/N",2,COOPERATIVA AGROPECUARIA DO VALE DO PARACATU LTDA,02,20060127,00,null,null,20060127,4731800,"4520005,4530705,4732600",RODOVIA,PRESIDENTE JUSCELINO KUBITSCHEK,2477,null,VILA ALVORADA,38606440,MG,4939,38,36798942,38,36798900,38,36713466,COORDENACAO.CONTAB@COOPERVAP.COM.BR,null,null,23153943,0023,65,null,null
80963,03909528000257,LIMA & PINHEIRO LTDA,"ROD.PA 275 KM 66, S/N",2,AUTO POSTO RIO VERDE,02,20051124,00,null,null,20051124,4731800,"4930203,4520006,4520005,4732600",AVENIDA,LIBERDADE,SN,      AUTO POSTO RIO VERDE,ESPLANADA,68515000,PA,0595,94,33567519,null,null,94,33462032,POSTORIOVERDE02@GMAIL.COM,null,null,03909528,0002,57,-6.0838087,-50.4308159
149082,08112780000173,AUTO POSTO ANILA LTDA,"ROD BR 277, KM 232,5, S/N",1,AUTO POSTO ANILA,02,20060626,00,null,null,20060626,4731800,"4511102,4520005,4729602,4732600,5611203,6810202,7711000",RODOVIA,"BR 277,  KM 232,5",S/N,null,QUEIMADINHAS,84535000,PR,0854,42,34211004,null,null,null,null,null,null,null,08112780,0001,73,-25.5153377,-50.4928628
20593,83872762000105,POSTO AVENIDA LTDA,"R DELMINDA SILVEIRA, 485",1,HC COMBUSTIVEIS,02,20050924,00,null,null,19720619,4731800,"6810202,4784900,4732600,4729602,4520005",RUA,DELMINDA SILVEIRA,485,null,AGRONOMICA,88025500,SC,8105,48,99802277,null,null,null,null,hugocarioni@hotmail.com,null,null,83872762,0001,05,null,null
4078,02344339000130,GUARANI COMERCIO DE DERIVADOS DE PETROLEO LTDA,"R LAUDICEIA GUSMAO, S/N",1,AUTO POSTO PASSARELLA III,02,20051103,00,null,null,19980128,4731800,4732600,RUA,LAUDICEIA GUSMAO,S/N,: ESQ C/PC P.SANTOS 33;,CENTRO,45000705,BA,3965,77,34211694,77,88329189,null,null,ATENDIMENTO@GRUPOPASSARELLA.NET,null,null,02344339,0001,30,null,null
13668,35760560000129,POSTO DE GASOLINA AMIGAO DE VASSOURAS LTDA,"ROD BR 393 KM 201, S/N",1,null,02,20051103,00,null,null,19890727,4731800,4732600,RODOVIA,BR 393,S/N,KM 201,ANDRADE PINTO,27770000,RJ,5923,null,null,null,null,null,null,null,null,null,35760560,0001,29,null,null
72817,04145398000105,POSTOS DE COMBUSTIVEIS DO BATISTA S.A,"ROD.BR 287 KM 398, S/N",1,POSTO DO BATISTA,02,20031018,00,null,null,20001103,4731800,"4520005,4530703,4729602,4732600,4784900,4930201,4930202,4930203",RODOVIA,BR-287,SN,KM    398,MONSENHOR ASSIS,97701700,RS,8851,55,32513134,55,99975598,null,null,FINANCEIROPOSTO@GRUPOBATISTA.COM.BR,null,null,04145398,0001,05,null,null
176592,04161074000160,AUTO POSTO SOUZA & OLIVEIRA LTDA,"ROD ANEL VIARIO, S/N",1,null,02,20051103,00,null,null,20001114,4731800,4732600,RODOVIA,ANEL VIARIO,S/N,KM    121.9,TAIAMAN,38414512,MG,5403,16,37212379,16,34028073,34,32396504,CONTABILIDADE@GRUPOCINQUENTAO.COM.BR,null,null,04161074,0001,60,-18.8867486,-48.3173497
13708,36193142000160,AUTO POSTO SANTA MARIA DA FEIRA LTDA,"AV SAO MIGUEL, 540",1,null,02,20051103,00,null,null,19900706,4731800,"4732600,4530703,4520005,4520006,4784900,4723700,5611201,4712100,1091102,4729602",AVENIDA,SAO MIGUEL,540,null,SAO MIGUEL,24445686,RJ,5897,21,27125404,null,null,null,null,null,null,null,36193142,0001,60,-22.815016,-43.0363454
13991,38652988000146,JOAO PACIFICO ANTUNES SPOSITO,"R DO OURO, 1195",1,POSTO OURO DA SERRA,02,20010225,00,null,null,19900629,4731800,4520005,RUA,DO OURO,1195,null,SERRA,30220000,MG,4123,31,32256245,null,null,31,32734270,POSTOOURODASERRA@TERRA.COM.BR,null,null,38652988,0001,46,-19.9414945,-43.9222157
80483,77170009000175,COMERCIO DE COMBUSTIVEIS SIMOMARA LTDA,"R JOAO BORSATO, 355",1,null,02,20050924,00,null,null,19760630,4731800,4732600,RUA,JOAO BORSATO,355,null,PORTAO,81070160,PR,7535,0041,03294883,null,null,null,null,null,null,null,77170009,0001,75,-25.4759042,-49.303336
10948,21994421000155,POSTO DO VOVO LTDA,"AV BRASIL, 482",1,null,02,20031004,00,null,null,19680808,4731800,"4520005,4732600,4930203",AVENIDA,BRASIL,482,null,SANTA EUGENIA,35590000,MG,4743,37,32611331,37,32611200,37,32611200,POSTODOVOVO@HOTMAIL.COM,null,null,21994421,0001,55,-19.993828,-45.4874873
17190,59475848000110,AUTO POSTO 25 LTDA.,"AV SUPLICY, 805",1,null,02,20020504,00,null,null,19880914,4731800,4732600,AVENIDA,SUPLICY,805,null,JD SANTA MENA,07096000,SP,6477,11,24591920,null,null,null,null,CLAUDIO.25@TERRA.COM.BR,null,null,59475848,0001,10,-23.4504927,-46.5379276
65617,01595146000190,ABASTECEDORA AGNOLIN LTDA,"AV INDEPENDENCIA, 441",1,null,02,20010929,00,null,null,19961217,4731800,"4732600,4530703,4712100,4723700,4729601,4761002,7732201,4319300,4211101,4213800,4120400,4311802,4313400,4291000,4930202,4930203,4520005",AVENIDA,INDEPENDENCIA,441,null,CENTRO,98300000,RS,8777,null,null,null,null,null,null,null,null,null,01595146,0001,90,-27.9536662,-53.3474304
15795,47650726000133,AUTO POSTO MAIRIPORA LTDA,"AV TABELIAO PASSARELLA, 654",1,null,02,20050924,00,null,null,19760420,4731800,4732600,AVENIDA,TABELIAO PASSARELLA,654,null,CENTRO,07600027,SP,6671,11,29141406,null,null,null,null,OESTRELLA@UOL.COM.BR,null,null,47650726,0001,33,null,null
12149,29695616000106,POSTO QUISSAMAN LTDA,"PC BRIGADEIRO JOSE CAETANO, 7",1,POSTO QUISSAMAN,02,20051103,00,null,null,19670901,4731800,"4530703,4530705,4732600,4729602,4930203",PRACA,BRIGADEIRO JOSE CAETANO,7,null,CENTRO,28735000,RJ,6007,null,null,null,null,null,null,null,null,null,29695616,0001,06,-22.1093305,-41.401196
20976,87284873000151,AUTO POSTO BARCELLOS LTDA,"R 20 DE SETEMBRO, 448",1,POSTO DO IVAN,02,20010309,00,null,null,19730705,4731800,"4729602,4732600",RUA,VINTE DE SETEMBRO,448,null,CENTRO,92704570,RS,8685,51,34802264,null,null,null,null,BARCELLOS@POSTOSDOIVAN.COM.BR,null,null,87284873,0001,51,null,null
3312,01783012000100,ORGANIZACAO SINVAL PEREIRA LTDA,"PCA ABEL FERREIRA, 1085",1,POSTO PETROBRAS,02,20040807,00,null,null,19970101,4731800,"4732600,4930203",PRACA,ABEL FERREIRA,1085,null,CENTRO,38550000,MG,4385,34,38411398,null,null,null,null,POSTO.OSP@GMAIL.COM,null,null,01783012,0001,00,null,null
9575,15135429000163,POSTO DE LUBRIFICACAO BARBALHO LTDA,"LD DO ARCO, 88",1,POSTO BARBALHO,02,20020713,00,null,null,19660914,4731800,"4732600,4712100",LADEIRA,DO ARCO,88,null,BARBALHO,40301146,BA,3849,71,32424352,null,null,71,32424352,POSTOBARBALHO@IG.COM.BR,null,null,15135429,0001,63,-12.968802,-38.5033242
49504,04185292000135,AUTO POSTO BREJATUBA LTDA,"VISCONDE DO RIO BRANCO, 39",1,VIP AUTO POSTO,02,20050827,00,null,null,20001206,4731800,"4732600,4530703,5611203,4784900,4520005",AVENIDA,VISCONDE DO RIO BRANCO,39,null,BREJATUBA,83280000,PR,7587,041,4431314,null,null,041,4431314,null,null,null,04185292,0001,35,-25.8757863,-48.7995122
80925,12436978000180,AUTO POSTO FREITAS & MAIA LTDA,"FLORIANO PEIXOTO, 247",1,POSTO ALDO,02,20051103,00,null,null,19790521,4731800,"1099604,2014200,4120400,4222701,4313400,4330499,4520001,4520005,4520006,4530701,4530703,4530704,4614100,4617600,4636202,4684299,4729602,4729699,4771701,4784900,4789099,4929901,4929902,4930203,5510801,6810201,7711000,7719599,7732201",RUA,FLORIANO PEIXOTO,247,null,CENTRO,57480000,AL,2747,null,null,null,null,null,null,POSTOALDO@HOTMAIL.COM,null,null,12436978,0001,80,null,null
3175,01680139000196,AUTO POSTO MONT BLANC LTDA,"R JOSE RODRIGUES PINHEIRO, 1520",1,null,02,20051103,00,null,null,19970128,4731800,"4732600,4723700,4729601,4721104,4520005,4789005,4729699,5611203,4729602",RUA,JOSE RODRIGUES PINHEIRO,1520,null,CAPAO RASO,81130200,PR,7535,null,null,null,null,null,null,null,null,null,01680139,0001,96,-25.5136565,-49.3008032
98127,15870280000166,AUTO POSTO PIONEIRO LTDA,"ROD RO 133, 3342",1,AUTO POSTO PIONEIRO,02,20030118,00,null,null,19870630,4731800,"4520005,4723700,4732600,4784900,4930203,5229099",RODOVIA,RO 133,3342,      LINHA MC 03,SETOR INDUSTRIAL,76868000,RO,0039,69,35812465,null,null,69,35212590,POSTO_BELEM@HOTMAIL.COM,null,null,15870280,0001,66,null,null
17027,58190083000109,ESTEVEZ & ESTEVEZ COMERCIO E SERVICOS AUTOMOTIVOS LTDA,"R PROF.ARIST.DE MENEZES, 36",1,AUTO POSTO MAR AZUL,02,20051103,00,null,null,19691231,4731800,"4732600,4784900,4729602,5611203,4520005",RUA,PROF.ARIST.DE MENEZES,36,null,PONTA DA PRAIA,11035000,SP,7071,13,32616026,null,null,null,null,PMZUL@UOL.COM.BR,null,null,58190083,0001,09,-23.9273569,-46.3648679
70613,06346272000124,POSTO IMPERADOR D. PEDRO I LTDA.,"AL MARIANA PRUDENTE CORREA, S/N",1,null,02,0,00,null,null,20040623,4731800,"4530703,4732600,4930203",RODOVIA,DOM PEDRO I - SP 65,S/N,KM    123.300,CONTENDAS,13273292,SP,7225,19,32552454,null,null,null,null,CONTEC@CONTECCAMPINAS.COM.BR,null,null,06346272,0001,24,null,null
79746,43376169000153,SAO JOSE AUTO POSTO LTDA,"R MARIA AMALIA L AZEVEDO, 3273",1,null,02,20051103,00,null,null,19720518,4731800,4732600,RUA,MARIA AMALIA L AZEVEDO,3273,null,JD TREMEMBE,02350002,SP,7107,11,59046664,null,null,null,null,SAC@CONTAR.CNT.BR,null,null,43376169,0001,53,-23.4568584,-46.6007393
14429,42321398000108,POSTO E GARAGEM DOS MENINOS LTDA,"R CLARIMUNDO DE MELO, 245",1,null,02,20050521,00,null,null,19741011,4731800,"4732600,5611203",RUA,CLARIMUNDO DE MELO,245,null,ENCANTADO,20740321,RJ,6001,null,null,null,null,null,null,POSTOMENINOS@OUTLOOK.COM,null,null,42321398,0001,08,-22.8961237,-43.3083265
79653,03454192000102,TOMAZ NAVEGACOES LTDA,"R.EPAMINONDAS JACOME - PREDIO, S/N",1,TOMAZ NAVEGACOES LTDA,02,20220112,00,null,null,19991005,4731800,"4784900,4723700,5021102,4681802,4732600,4930203",RUA,EPAMINONDAS JACOME,730,null,CENTRO,69970000,AC,0147,68,81114979,null,null,null,null,AUTOPOSTOTOMAZ@BOL.COM.BR,null,null,03454192,0001,02,-8.2132323,-71.3824374
14833,44225142000122,AUTO POSTO PINOCHIO LTDA,"D PEDRO I, 1131",1,AUTO POSTO PINOCHIO,02,20040612,00,null,null,19740220,4731800,"4732600,4520005,4712100",AVENIDA,D PEDRO I,1131,null,VL PIRES,09130410,SP,7057,11,49904333,null,null,null,null,RUBIA.DOLIVEIRA@HOTMAIL.COM,null,null,44225142,0001,22,-23.6855004,-46.5054327
1698836,71715908000120,PAETO SERVICOS AUTOMOTIVOS LTDA,"EST DAS PITAS, 899",1,PAETO AUTO POSTO,02,20220628,00,null,null,19930528,4731800,"4729602,4732600",ESTRADA,DAS PITAS,899,null,PARQUE VIANA,06449300,SP,6213,11,11111111,null,null,null,null,PAULO.TOZZI@REDETOZZI.COM.BR,null,null,71715908,0001,20,-23.5483786,-46.8719566
9518,15005853000193,CARAMUJO AUTO POSTO LTDA,"ROD BR 174, SN",1,POSTO CARAMUJO,02,20051103,00,null,null,19800822,4731800,"4520001,4520005,4520006,4530703,4530705,4721104,4723700,4729602,4732600,4781400,4784900,4930202,4930203,5510801,5611201,5611203,6810202,6821802",RODOVIA,BR 174,1220,      KM 30,DISTRITO DO CARAMUJO,78236000,MT,9047,65,32771110,65,84638760,null,null,CARAMUJOAUTOOSTO@HOTMAIL.COM,null,null,15005853,0001,93,null,null
5779,03576562000176,D. PEDRO PARKING POSTO LTDA,"ROD.DOM PEDRO I KM 144,5, S/N",1,null,02,20051103,00,null,null,20000103,4731800,4732600,RODOVIA,: DOM PEDRO I,S/N,"KM 144,5",JD.APARECIDA,13024500,SP,6291,15,33428451,null,null,null,null,CONTATO@ESCRITORIOGOLD.COM.BR,null,null,03576562,0001,76,-22.8883715,-47.0489805
18223,63745558000116,AUTO POSTO MATAO LTDA,"AV GUAPORE, 2861",1,AUTO POSTO MATAO,02,20021109,00,null,null,19910522,4731800,"4520005,4530705,4732600,4930203",AVENIDA,GUAPORE,2861,QUADRA60                  SETOR 01,CENTRO,76994000,RO,0037,69,33452535,null,null,null,null,POSTOMATAO_@HOTMAIL.COM,null,null,63745558,0001,16,null,null
10750,20794996000161,AUTO POSTO VERDE AZUL LTDA,"AV CEL. MOACIR JOSE SILVA, 2265",1,POSTO VERDE AZUL,02,20051103,00,null,null,19851024,4731800,"4732600,4784900",AVENIDA,CEL. MOACIR JOSE SILVA,2265,null,BANDEIRANTES,39508000,MG,2893,38,38331209,38,32226751,null,null,POSTOVERDEAZUL@HOTMAIL.COM,null,null,20794996,0001,61,null,null
115329,61344537000163,POSTO DE SERVICOS ESTRELA AZUL LTDA,"R.BOM PASTOR, 1763",1,null,02,20051103,00,null,null,19660721,4731800,"4520005,4729602",RUA,BOM PASTOR,1763,null,IPIRANGA,04203052,SP,7107,11,24928000,null,null,null,null,COLONIALPOSTOS@GMAIL.COM,null,null,61344537,0001,63,-23.5941756,-46.6066791
12502,32059362000144,IRMAOS FERREIRA COMERCIO DE COMBUSTIVEIS LTDA,"ROD BR.101 KM 139, S/N",1,POSTO ANDORINHAS,02,20051103,00,null,null,19880616,4731800,4732600,RODOVIA,"BR 101, KM 139",SN,null,PRIMEIRO,27998000,RJ,0772,22,27792510,22,27799898,null,null,null,null,null,32059362,0001,44,-22.190606,-41.6410914
107448,26914325000173,AUTO POSTO SANTA FE DE DERIVADOS DE PETROLEO LTDA,"ROD GO 173, S/N",1,AUTO POSTO SANTA FE,02,20051103,00,null,null,19910124,4731800,"4732600,4784900,5611201,5611203,4930203",RODOVIA,GO 173,SN,KM    14,PERIMETRO URBANO,76265000,GO,9743,62,33732559,62,33851105,62,33851164,DELTA97.CONTABIL@GMAIL.COM,null,null,26914325,0001,73,null,null
85549,15724339000299,COMERCIAL DE COMBUSTIVEIS LAGO MEIRELLES LTDA,"R.LANDULFO ALVES, 24",2,POSTO CACIQUE,02,20041218,00,null,null,19831011,4731800,"4530703,4732600,4784900",RUA,LANDULFO ALVES,24,TERREO,CENTRO,44500000,BA,3445,75,35221051,null,null,null,null,POSTOCACIQUELTDA@HOTMAIL.COM,null,null,15724339,0002,99,null,null
